id,Moeda,Preço,1h,24h,7d,30d,Volume 24h,Capitalização de Mercado,FDV,Cap/FDV
1.0,Bitcoin  BTC,$107.714,0.8%,2.8%,3.6%,23.6%,$39.753.933.873,$2.137.670.302.053,$2.137.670.302.053,1.0
2.0,Ethereum  ETH,"$2.550,30",0.3%,2.9%,2.0%,57.6%,$23.358.148.240,$307.711.746.379,$307.711.746.379,1.0
3.0,Tether  USDT,"$1,00",0.0%,0.0%,0.0%,0.0%,$71.202.675.064,$151.963.240.235,$151.963.240.235,1.0
4.0,XRP  XRP,"$2,37",0.3%,1.7%,7.9%,12.4%,$2.653.835.484,$139.094.446.651,$237.239.953.945,0.59
5.0,BNB  BNB,"$655,54",0.1%,2.0%,0.1%,8.9%,$1.017.687.651,$95.632.640.150,$95.632.640.150,1.0
6.0,Solana  SOL,"$170,37",0.5%,2.6%,4.7%,23.7%,$4.106.600.944,$88.585.420.346,$102.413.743.415,0.86
7.0,USDC  USDC,"$0,9998",0.0%,0.0%,0.0%,0.0%,$10.859.848.961,$60.521.655.843,$60.525.186.767,1.0
8.0,Dogecoin  DOGE,"$0,2289",0.6%,4.5%,2.6%,42.7%,$2.004.672.396,$34.162.026.703,$34.179.396.106,1.0
9.0,Cardano  ADA,"$0,7575",0.5%,4.1%,7.2%,18.1%,$778.293.745,$27.304.019.471,$34.068.968.123,0.8
10.0,TRON  TRX,"$0,2708",0.0%,0.4%,1.7%,11.9%,$870.348.170,$25.698.704.229,$25.698.832.262,1.0
11.0,Lido Staked Ether  STETH,"$2.547,07",0.2%,2.9%,2.0%,57.9%,$25.817.648,$22.973.294.127,$22.973.294.127,1.0
12.0,Wrapped Bitcoin  WBTC,$107.503,0.3%,2.7%,3.4%,23.2%,$388.116.810,$13.841.349.999,$13.841.349.999,1.0
13.0,Sui  SUI,"$3,92",0.1%,2.6%,0.3%,76.1%,$946.736.740,$13.091.103.364,$39.214.562.544,0.33
14.0,Wrapped stETH  WSTETH,"$3.065,98",0.2%,2.9%,1.8%,57.6%,$22.472.206,$10.629.027.796,$10.629.027.796,1.0
15.0,Chainlink  LINK,"$15,87",0.6%,2.5%,6.6%,18.5%,$597.952.371,$10.429.182.779,$15.871.531.347,0.66
16.0,Avalanche  AVAX,"$22,79",0.4%,3.3%,11.0%,12.1%,$418.018.886,$9.586.169.593,$10.383.397.704,0.92
17.0,Stellar  XLM,"$0,2915",0.2%,3.3%,5.8%,13.5%,$186.515.479,$9.047.001.329,$14.565.399.711,0.62
18.0,Hyperliquid  HYPE,"$26,75",0.9%,3.6%,5.8%,48.6%,$151.900.793,$8.932.165.119,$26.748.504.094,0.33
19.0,Shiba Inu  SHIB,"$0,00001463",0.4%,2.8%,8.0%,16.9%,$214.492.209,$8.615.460.330,$8.619.180.479,1.0
20.0,Hedera  HBAR,"$0,1967",0.5%,2.0%,5.5%,16.1%,$154.651.841,$8.301.820.017,$9.827.020.708,0.84
21.0,LEO Token  LEO,"$8,83",0.0%,1.1%,0.3%,2.2%,$3.111.262,$8.149.592.301,$8.695.282.739,0.94
22.0,Bitcoin Cash  BCH,"$402,16",0.7%,4.4%,0.9%,19.4%,$168.695.949,$7.991.459.771,$7.991.594.237,1.0
23.0,Toncoin  TON,"$3,08",0.1%,1.4%,7.2%,2.4%,$24.567.397,$7.659.047.665,$15.774.788.341,0.49
24.0,Litecoin  LTC,"$95,45",0.1%,2.1%,5.5%,19.4%,$466.088.110,$7.242.213.240,$7.242.371.925,1.0
25.0,Polkadot  DOT,"$4,71",0.4%,3.3%,6.7%,20.8%,$212.339.451,$7.164.850.223,$7.164.850.223,1.0
26.0,WETH  WETH,"$2.555,52",0.0%,3.1%,1.9%,57.9%,$319.985.220,$7.025.476.684,$7.025.476.684,1.0
27.0,USDS  USDS,"$0,9997",0.0%,0.0%,0.0%,0.0%,$9.895.679,$7.023.055.888,$7.023.055.888,1.0
28.0,Monero  XMR,"$363,96",0.9%,5.0%,7.0%,69.0%,$106.961.365,$6.714.038.691,$6.714.038.691,1.0
29.0,Wrapped eETH  WEETH,"$2.728,76",0.5%,3.3%,1.7%,58.3%,$5.423.388,$6.125.393.868,$6.125.393.868,1.0
30.0,Bitget Token  BGB,"$5,20",0.9%,2.2%,9.4%,17.2%,$61.239.183,$6.086.168.765,$6.086.168.765,1.0
31.0,Binance Bridged USDT (BNB Smart Chain)  BSC-USD,"$0,9975",0.0%,0.2%,0.3%,0.3%,$6.409.145.829,$5.972.745.796,$5.972.745.796,1.0
32.0,Pi Network  PI,"$0,8148",0.3%,10.1%,32.4%,28.5%,$457.340.462,$5.879.434.153,$9.037.395.439,0.65
33.0,Pepe  PEPE,"$0,00001391",0.8%,9.0%,0.2%,76.4%,$1.415.549.905,$5.851.985.844,$5.851.985.844,1.0
34.0,Ethena USDe  USDE,"$1,00",0.0%,0.1%,0.1%,0.1%,$135.912.407,$5.025.316.717,$5.025.316.717,1.0
35.0,Coinbase Wrapped BTC  CBBTC,$107.916,0.8%,3.0%,3.8%,23.8%,$383.879.720,$4.550.517.821,$4.550.517.821,1.0
36.0,WhiteBIT Coin  WBT,"$30,40",0.2%,0.5%,0.8%,8.1%,$24.523.585,$4.381.927.971,$9.910.243.787,0.44
37.0,Aave  AAVE,"$253,80",0.4%,3.1%,10.8%,76.7%,$515.777.636,$3.840.493.897,$4.059.272.786,0.95
38.0,Uniswap  UNI,"$6,22",0.1%,7.7%,7.2%,15.0%,$514.009.754,$3.734.193.180,$6.218.648.524,0.6
40.0,Bittensor  TAO,"$418,10",0.8%,0.9%,7.7%,33.7%,$94.540.604,$3.699.955.011,$8.779.964.988,0.42
39.0,Dai  DAI,"$1,00",0.0%,0.0%,0.0%,0.0%,$88.866.970,$3.699.333.176,$3.699.333.176,1.0
41.0,NEAR Protocol  NEAR,"$2,83",0.7%,4.0%,8.7%,23.9%,$241.007.051,$3.438.036.633,$3.532.151.957,0.97
42.0,Aptos  APT,"$5,19",0.4%,2.7%,11.3%,1.0%,$173.543.115,$3.282.482.602,$5.979.948.334,0.55
43.0,OKB  OKB,"$52,25",0.4%,1.1%,4.5%,2.5%,$7.727.257,$3.135.062.131,$12.329.033.395,0.25
44.0,Jito Staked SOL  JITOSOL,"$205,33",0.4%,2.6%,4.3%,25.2%,$41.898.271,$3.065.874.180,$3.065.874.180,1.0
45.0,Ondo  ONDO,"$0,9546",0.3%,3.1%,11.2%,9.1%,$181.572.648,$3.014.725.137,$9.542.964.616,0.32
46.0,Kaspa  KAS,"$0,1122",1.0%,5.6%,8.4%,35.9%,$80.432.681,$2.937.694.663,$2.937.935.412,1.0
47.0,Official Trump  TRUMP,"$14,60",0.5%,10.3%,9.8%,74.8%,$1.913.992.934,$2.919.536.592,$14.597.684.722,0.2
48.0,BlackRock USD Institutional Digital Liquidity Fund  BUIDL,"$1,00",0.0%,0.0%,0.0%,0.0%,"$0,00",$2.902.130.815,$2.902.130.815,1.0
49.0,Cronos  CRO,"$0,09675",0.2%,1.2%,5.3%,16.8%,$20.410.524,$2.885.598.079,$9.449.162.796,0.31
50.0,Tokenize Xchange  TKX,"$35,99",0.2%,0.5%,1.0%,10.6%,$27.436.563,$2.879.152.089,$3.599.120.110,0.8
51.0,Ethereum Classic  ETC,"$18,63",0.5%,3.1%,6.7%,16.2%,$90.893.973,$2.829.496.419,$2.829.496.419,1.0
52.0,Internet Computer  ICP,"$5,28",0.1%,3.5%,8.3%,7.0%,$67.519.092,$2.818.529.563,$2.818.529.563,1.0
53.0,Gate  GT,"$21,57",0.2%,1.3%,1.7%,6.0%,$8.570.533,$2.613.858.631,$6.461.008.471,0.4
54.0,Ethena Staked USDe  SUSDE,"$1,17",0.0%,0.1%,0.2%,0.7%,$16.286.997,$2.496.905.639,$2.496.905.639,1.0
55.0,Mantle  MNT,"$0,7396",0.1%,0.4%,7.1%,11.9%,$255.892.269,$2.489.080.509,$4.600.828.025,0.54
56.0,VeChain  VET,"$0,02856",0.2%,3.9%,8.0%,18.2%,$50.686.018,$2.454.891.381,$2.454.891.381,1.0
57.0,Render  RENDER,"$4,71",0.8%,3.4%,9.8%,7.7%,$429.520.016,$2.436.973.658,$2.506.452.122,0.97
58.0,sUSDS  SUSDS,"$1,05",0.0%,0.0%,0.1%,0.4%,$12.459.662,$2.386.210.411,$2.386.210.411,1.0
59.0,Ethena  ENA,"$0,3988",1.0%,8.4%,3.8%,34.6%,$330.582.842,$2.320.128.417,$5.979.391.356,0.39
60.0,Cosmos Hub  ATOM,"$4,94",0.2%,5.1%,3.7%,16.6%,$110.248.924,$2.226.206.254,$2.226.206.254,1.0
61.0,USD1  USD1,"$0,9991",0.1%,0.1%,0.2%,1.1%,$42.356.128,$2.134.698.537,$2.134.698.537,1.0
62.0,Lombard Staked BTC  LBTC,$107.490,0.7%,2.6%,4.2%,23.5%,$27.751.263,$2.127.939.857,$2.127.939.857,1.0
63.0,POL (ex-MATIC)  POL,"$0,2333",0.4%,1.6%,7.7%,17.9%,$71.819.319,$2.058.798.049,$2.431.525.948,0.85
64.0,Artificial Superintelligence Alliance  FET,"$0,7821",1.0%,9.0%,6.9%,24.1%,$182.518.532,$2.035.212.412,$2.120.790.155,0.96
65.0,Algorand  ALGO,"$0,2265",0.0%,3.8%,6.2%,13.9%,$56.255.615,$1.945.594.432,$1.945.615.921,1.0
66.0,Arbitrum  ARB,"$0,3998",0.1%,3.6%,7.6%,28.5%,$213.118.193,$1.942.022.381,$3.994.453.804,0.49
67.0,Filecoin  FIL,"$2,89",0.2%,3.2%,7.0%,7.8%,$124.565.936,$1.930.016.937,$5.662.603.509,0.34
68.0,Fasttoken  FTN,"$4,41",0.1%,0.4%,0.9%,4.2%,$56.537.105,$1.896.243.979,$3.838.538.213,0.49
69.0,Worldcoin  WLD,"$1,13",0.0%,3.8%,11.3%,42.9%,$263.253.766,$1.705.137.800,$11.274.702.838,0.15
70.0,Celestia  TIA,"$2,62",0.2%,0.6%,16.4%,0.9%,$98.916.683,$1.684.258.092,$2.939.475.136,0.57
71.0,Sonic (prev. FTM)  S,"$0,5061",0.4%,2.1%,13.3%,4.9%,$88.407.661,$1.606.794.486,$1.606.794.486,1.0
72.0,Jupiter Perpetuals Liquidity Provider Token  JLP,"$4,58",0.3%,1.6%,1.2%,17.5%,$70.403.660,$1.606.627.198,$1.606.627.198,1.0
73.0,Bonk  BONK,"$0,00002054",0.2%,7.3%,11.4%,64.4%,$336.018.099,$1.590.040.022,$1.824.070.589,0.87
74.0,Binance-Peg WETH  WETH,"$2.538,69",0.3%,2.5%,2.6%,57.1%,$53.115.616,$1.534.727.178,$1.534.727.178,1.0
75.0,First Digital USD  FDUSD,"$0,9996",0.3%,0.1%,0.0%,0.0%,$2.199.721.868,$1.526.729.677,$1.526.729.677,1.0
76.0,Jupiter  JUP,"$0,5269",0.9%,5.7%,4.6%,32.4%,$76.231.604,$1.526.214.890,$3.686.280.261,0.41
77.0,Binance Staked SOL  BNSOL,"$178,16",0.1%,2.7%,5.1%,23.9%,$8.957.680,$1.453.281.912,$1.453.281.912,1.0
78.0,Quant  QNT,"$98,68",0.0%,2.5%,0.9%,47.1%,$26.639.472,$1.434.671.488,$1.441.410.420,1.0
79.0,KuCoin  KCS,"$11,39",0.9%,3.0%,0.3%,13.8%,$1.829.078,$1.424.915.936,$1.624.363.743,0.88
80.0,Kelp DAO Restaked ETH  RSETH,"$2.670,34",0.1%,3.2%,1.8%,58.0%,$583.908,$1.416.361.835,$1.416.361.835,1.0
81.0,Stacks  STX,"$0,9064",0.5%,7.8%,7.2%,28.7%,$63.034.709,$1.383.382.385,$1.383.382.385,1.0
82.0,Fartcoin  FARTCOIN,"$1,35",4.0%,11.1%,3.2%,54.1%,$270.594.640,$1.352.533.840,$1.352.533.840,1.0
83.0,NEXO  NEXO,"$1,29",1.0%,3.1%,0.9%,26.0%,$14.232.435,$1.294.884.742,$1.294.884.742,1.0
84.0,Virtuals Protocol  VIRTUAL,"$1,98",0.4%,3.2%,0.3%,237.6%,$269.836.793,$1.287.121.877,$1.972.206.037,0.65
85.0,Story  IP,"$4,52",0.3%,0.4%,4.6%,19.3%,$49.324.160,$1.263.828.743,$4.544.226.121,0.28
86.0,Flare  FLR,"$0,01896",0.5%,0.8%,4.7%,16.4%,$4.857.430,$1.241.317.047,$1.961.407.093,0.63
87.0,Optimism  OP,"$0,7387",0.2%,5.2%,12.1%,1.7%,$210.521.080,$1.222.518.852,$3.168.555.105,0.39
88.0,Immutable  IMX,"$0,6601",0.5%,3.4%,9.4%,35.2%,$39.946.185,$1.214.824.611,$1.319.121.474,0.92
89.0,Sei  SEI,"$0,2256",0.2%,2.4%,11.5%,24.1%,$47.554.168,$1.202.891.518,$2.255.950.335,0.53
90.0,Rocket Pool ETH  RETH,"$2.900,66",0.5%,3.2%,1.9%,58.9%,$4.849.170,$1.202.712.790,$1.202.712.790,1.0
91.0,Maker  MKR,"$1.748,50",0.4%,2.0%,6.2%,27.0%,$60.027.630,$1.199.851.976,$1.243.303.598,0.97
92.0,Injective  INJ,"$12,17",0.2%,3.8%,8.7%,36.7%,$113.061.268,$1.188.998.415,$1.216.650.193,0.98
93.0,USDT0  USDT0,"$1,00",0.0%,0.1%,0.2%,0.1%,$346.134.090,$1.172.575.208,$1.172.575.208,1.0
94.0,EOS  EOS,"$0,7466",0.8%,3.3%,10.3%,15.7%,$158.141.480,$1.132.267.594,$1.567.528.660,0.72
95.0,XDC Network  XDC,"$0,07140",0.1%,1.6%,5.1%,0.3%,$53.521.732,$1.121.548.020,$2.712.383.430,0.41
96.0,The Graph  GRT,"$0,1111",0.2%,3.9%,9.9%,30.8%,$58.470.200,$1.060.088.541,$1.197.696.185,0.89
97.0,dogwifhat  WIF,"$1,05",0.4%,11.2%,3.4%,140.4%,$526.220.587,$1.048.162.099,$1.048.162.099,1.0
98.0,Solv Protocol BTC  SOLVBTC,$107.212,0.6%,2.6%,3.2%,23.2%,$1.792.201,$1.033.582.644,$1.033.684.122,1.0
99.0,Curve DAO  CRV,"$0,7401",1.0%,4.6%,0.9%,21.7%,$175.215.050,$994.130.561,$1.674.325.402,0.59
100.0,FLOKI  FLOKI,"$0,00009993",0.1%,5.9%,8.4%,70.1%,$134.707.080,$964.369.512,$997.952.143,0.97
101.0,Mantle Staked Ether  METH,"$2.719,10",0.4%,2.9%,1.8%,58.2%,$1.931.876,$936.128.496,$936.128.496,1.0
102.0,Raydium  RAY,"$3,24",0.5%,4.6%,9.7%,41.7%,$43.644.989,$935.466.796,$1.791.623.475,0.52
103.0,Marinade Staked SOL  MSOL,"$220,89",0.4%,3.0%,4.2%,25.2%,$10.294.036,$915.390.239,$915.390.239,1.0
104.0,Theta Network  THETA,"$0,8980",0.3%,2.0%,10.8%,35.9%,$25.192.873,$897.590.321,$897.590.321,1.0
105.0,Binance Bridged USDC (BNB Smart Chain)  USDC,"$0,9962",0.1%,0.4%,0.5%,0.5%,$1.141.157.896,$895.704.272,$895.704.272,1.0
107.0,Jupiter Staked SOL  JUPSOL,"$189,32",0.4%,2.5%,4.0%,24.7%,$4.652.905,$892.201.911,$892.201.911,1.0
106.0,Wrapped BNB  WBNB,"$652,57",0.0%,1.5%,0.4%,8.4%,$1.465.981.469,$891.752.484,$891.752.484,1.0
108.0,PayPal USD  PYUSD,"$0,9994",0.0%,0.0%,0.0%,0.1%,$18.569.301,$889.384.006,$902.630.443,0.99
109.0,JasmyCoin  JASMY,"$0,01818",0.2%,3.1%,11.8%,23.5%,$29.586.585,$880.217.578,$908.940.084,0.97
110.0,Arbitrum Bridged WBTC (Arbitrum One)  WBTC,$107.841,0.8%,3.3%,3.9%,23.9%,$159.961.270,$876.734.868,$876.734.868,1.0
111.0,GALA  GALA,"$0,01964",0.2%,6.0%,10.7%,21.2%,$113.543.505,$874.137.567,$874.138.581,1.0
112.0,Polygon Bridged USDT (Polygon)  USDT,"$1,00",0.0%,0.0%,0.0%,0.0%,$27.473.109,$848.230.718,$848.230.718,1.0
113.0,clBTC  CLBTC,$108.356,1.7%,5.7%,4.5%,23.8%,"$36,00",$836.656.840,$836.656.840,1.0
114.0,Pudgy Penguins  PENGU,"$0,01317",1.0%,7.0%,7.3%,156.8%,$117.671.236,$827.131.034,$1.009.554.320,0.82
115.0,Renzo Restaked ETH  EZETH,"$2.681,18",0.6%,3.0%,1.6%,58.4%,$946.094,$825.853.502,$825.853.502,1.0
116.0,Tether Gold  XAUT,"$3.300,97",0.0%,0.7%,3.2%,4.1%,$38.218.269,$813.750.129,$813.750.129,1.0
117.0,Lido DAO  LDO,"$0,8924",0.2%,4.1%,18.0%,21.3%,$104.818.272,$800.658.930,$891.754.067,0.9
118.0,Walrus  WAL,"$0,6410",0.1%,1.5%,11.3%,48.8%,$45.676.282,$800.287.586,$3.201.150.344,0.25
119.0,PAX Gold  PAXG,"$3.312,83",0.0%,0.5%,3.3%,3.8%,$65.880.930,$791.449.849,$791.449.849,1.0
120.0,IOTA  IOTA,"$0,2235",0.1%,2.5%,8.6%,30.8%,$16.496.082,$777.847.402,$955.121.294,0.81
121.0,StakeWise Staked ETH  OSETH,"$2.655,96",0.1%,2.7%,2.1%,57.0%,"$95.676,78",$764.442.726,$764.442.726,1.0
122.0,The Sandbox  SAND,"$0,3127",0.2%,2.6%,12.2%,11.8%,$77.627.361,$764.356.765,$937.532.397,0.82
123.0,Core  CORE,"$0,7622",0.4%,0.0%,7.5%,12.9%,$21.193.804,$763.496.936,$1.600.581.432,0.48
124.0,PancakeSwap  CAKE,"$2,34",0.0%,4.6%,4.5%,18.8%,$72.622.099,$752.414.223,$866.950.037,0.87
125.0,Pyth Network  PYTH,"$0,1310",0.5%,0.1%,29.5%,10.1%,$126.011.922,$752.024.537,$1.307.871.719,0.57
126.0,Ethereum Name Service  ENS,"$22,45",0.1%,4.2%,5.8%,48.4%,$64.462.280,$744.610.181,$2.245.129.039,0.33
127.0,Helium  HNT,"$4,04",1.5%,3.2%,5.4%,18.0%,$3.741.039,$739.277.983,$901.638.082,0.82
128.0,DeXe  DEXE,"$12,82",0.1%,0.1%,0.4%,9.8%,$3.829.261,$730.942.351,$1.235.282.593,0.59
129.0,SPX6900  SPX,"$0,7817",3.9%,6.9%,0.9%,75.1%,$20.095.121,$723.794.639,$723.794.639,1.0
130.0,BitTorrent  BTT,$0.067337,0.2%,1.1%,9.3%,19.8%,$26.188.754,$723.612.642,$726.503.139,1.0
131.0,Pendle  PENDLE,"$4,46",0.0%,2.4%,4.5%,35.1%,$95.973.673,$723.374.899,$1.254.395.717,0.58
132.0,Bitcoin SV  BSV,"$35,72",0.1%,2.7%,8.4%,23.3%,$32.281.678,$710.103.143,$710.112.972,1.0
133.0,Brett  BRETT,"$0,07005",0.4%,7.6%,9.0%,96.8%,$48.882.874,$692.904.915,$692.904.916,1.0
134.0,Kaia  KAIA,"$0,1175",0.0%,1.6%,6.2%,8.3%,$10.912.540,$688.255.580,$688.255.602,1.0
135.0,Solv Protocol Staked BTC  XSOLVBTC,$106.594,0.6%,2.6%,3.6%,23.2%,$441.139,$683.716.963,$683.716.963,1.0
136.0,Zcash  ZEC,"$41,66",1.6%,3.1%,0.2%,30.5%,$64.617.860,$669.242.451,$669.434.461,1.0
137.0,Jito  JTO,"$2,02",0.0%,2.9%,3.9%,20.4%,$26.224.617,$667.092.989,$2.017.987.243,0.33
138.0,Grass  GRASS,"$2,41",2.0%,20.5%,8.9%,44.2%,$102.591.854,$664.115.878,$2.410.797.676,0.28
139.0,Onyxcoin  XCN,"$0,01967",0.8%,1.3%,12.9%,12.0%,$35.845.626,$659.262.094,$950.192.470,0.69
140.0,Stables Labs USDX  USDX,"$1,00",0.0%,0.0%,0.1%,0.1%,$413.712,$658.581.663,$658.581.663,1.0
141.0,THORChain  RUNE,"$1,87",1.1%,7.7%,5.9%,51.4%,$186.833.206,$656.965.845,$795.400.433,0.83
142.0,Tezos  XTZ,"$0,6241",0.5%,2.9%,7.6%,22.8%,$21.246.568,$651.734.528,$664.292.990,0.98
143.0,Flow  FLOW,"$0,4090",0.4%,3.4%,9.7%,9.2%,$29.185.013,$647.076.707,$647.076.707,1.0
144.0,Usual USD  USD0,"$0,9975",0.0%,0.0%,0.0%,0.1%,$8.909.249,$643.941.990,$643.941.990,1.0
145.0,Polyhedra Network  ZKJ,"$2,06",0.0%,0.1%,1.1%,6.2%,$2.653.247.255,$635.955.837,$2.062.187.897,0.31
146.0,OUSG  OUSG,"$111,12",0.0%,0.0%,0.1%,0.3%,"$0,00",$614.202.917,$614.202.917,1.0
147.0,Decentraland  MANA,"$0,3191",0.4%,1.8%,13.3%,3.0%,$51.590.594,$596.012.549,$699.774.836,0.85
148.0,Ondo US Dollar Yield  USDY,"$1,11",0.1%,0.1%,0.5%,0.0%,$1.941.340,$591.598.432,$642.651.989,0.92
149.0,L2 Standard Bridged WETH (Base)  WETH,"$2.550,52",0.4%,2.9%,2.0%,58.1%,$149.091.581,$584.321.410,$584.321.410,1.0
150.0,Binance-Peg Dogecoin  DOGE,"$0,2272",0.5%,3.4%,3.4%,41.4%,$5.636.432,$582.687.581,$582.687.581,1.0
151.0,Super OETH  SUPEROETH,"$2.549,43",0.1%,2.8%,1.9%,58.1%,"$30.738,73",$552.610.316,$552.610.316,1.0
152.0,Avalanche Bridged BTC (Avalanche)  BTC.B,$107.831,0.9%,2.9%,3.8%,23.9%,$18.408.655,$541.999.312,$541.999.312,1.0
153.0,ApeCoin  APE,"$0,6681",0.2%,5.2%,0.4%,41.0%,$45.725.988,$533.862.035,$667.782.060,0.8
154.0,cgETH Hashkey Cloud  CGETH.HASHKEY,"$2.610,60",0.0%,2.4%,1.4%,58.4%,"$760,05",$528.995.208,$528.995.208,1.0
155.0,Sonic Bridged USDC.e (Sonic)  USDC.E,"$0,9997",0.0%,0.0%,0.0%,0.0%,$48.630.076,$527.888.990,$527.888.990,1.0
156.0,Mantle Restaked ETH  CMETH,"$2.725,85",0.3%,3.2%,1.6%,58.8%,$16.295.505,$525.513.930,$525.513.930,1.0
157.0,MultiversX  EGLD,"$18,55",0.7%,3.5%,10.7%,29.3%,$20.106.262,$523.663.770,$523.663.770,1.0
158.0,KAITO  KAITO,"$2,17",1.0%,16.8%,17.1%,178.8%,$351.322.668,$523.009.377,$2.166.667.153,0.24
159.0,Aerodrome Finance  AERO,"$0,6360",0.2%,3.9%,12.0%,52.8%,$31.796.707,$518.853.968,$1.031.346.145,0.5
160.0,AIOZ Network  AIOZ,"$0,4380",0.2%,3.1%,13.1%,59.8%,$13.981.370,$513.337.796,$515.693.115,1.0
161.0,dYdX  DYDX,"$0,6546",0.3%,2.8%,7.1%,8.4%,$21.556.827,$507.081.824,$594.209.887,0.85
162.0,tBTC  TBTC,$107.367,0.2%,2.6%,3.3%,23.4%,$14.410.555,$505.677.479,$505.677.479,1.0
163.0,Reserve Rights  RSR,"$0,008778",0.3%,3.3%,13.6%,15.6%,$22.201.549,$502.252.152,$877.275.323,0.57
164.0,Arbitrum Bridged WETH (Arbitrum One)  WETH,"$2.562,76",0.5%,3.4%,1.5%,58.7%,$535.997.820,$501.413.630,$501.413.630,1.0
165.0,TrueUSD  TUSD,"$0,9993",0.0%,0.0%,0.2%,0.1%,$21.180.004,$495.317.379,$495.317.379,1.0
166.0,Ket  KET,"$0,4867",0.5%,7.9%,22.6%,175.7%,$16.603.332,$486.708.247,$486.708.247,1.0
167.0,DeepBook  DEEP,"$0,1946",0.5%,6.6%,2.4%,111.6%,$41.862.704,$486.256.086,$1.945.024.343,0.25
168.0,Arweave  AR,"$7,32",0.4%,1.2%,13.3%,27.9%,$25.236.468,$478.580.888,$478.580.888,1.0
169.0,Axie Infinity  AXS,"$2,96",0.2%,1.0%,12.5%,25.9%,$39.576.470,$477.119.518,$799.096.056,0.6
170.0,Starknet  STRK,"$0,1531",0.1%,3.8%,16.7%,10.4%,$29.108.046,$475.502.529,$1.529.985.082,0.31
171.0,Conflux  CFX,"$0,09254",0.1%,5.7%,6.5%,25.6%,$23.971.377,$468.959.041,$521.981.878,0.9
172.0,Popcat  POPCAT,"$0,4768",1.5%,10.1%,11.3%,89.5%,$82.221.403,$466.764.689,$466.764.689,1.0
173.0,pumpBTC  PUMPBTC,$104.370,0.1%,2.7%,3.2%,24.4%,"$67.676,10",$465.745.606,$465.745.606,1.0
174.0,Mog Coin  MOG,$0.051189,2.0%,15.2%,12.8%,145.5%,$37.699.246,$464.306.247,$464.306.247,1.0
175.0,Kava  KAVA,"$0,4286",0.3%,1.2%,5.6%,1.0%,$9.695.506,$463.755.148,$463.755.148,1.0
176.0,Aethir  ATH,"$0,05090",2.1%,4.9%,6.2%,81.7%,$36.041.450,$462.075.161,$2.136.252.188,0.22
177.0,Morpho  MORPHO,"$1,70",0.3%,3.3%,1.2%,81.0%,$12.936.780,$461.868.892,$1.695.490.484,0.27
178.0,Movement  MOVE,"$0,1808",0.4%,1.5%,17.0%,22.0%,$19.033.427,$461.010.295,$1.807.883.508,0.26
179.0,NEO  NEO,"$6,52",0.4%,2.1%,8.7%,15.2%,$31.214.795,$460.458.883,$652.855.356,0.71
180.0,Ronin  RON,"$0,7018",0.1%,1.6%,2.5%,35.9%,$9.297.786,$454.564.887,$694.798.704,0.65
181.0,Eigenlayer  EIGEN,"$1,51",0.6%,9.8%,1.5%,75.3%,$173.667.772,$453.831.070,$2.604.949.898,0.17
182.0,Beldex  BDX,"$0,06348",0.1%,2.5%,3.1%,6.6%,$3.000.511,$453.639.780,$630.655.955,0.72
183.0,Bridged USDC (Polygon PoS Bridge)  USDC.E,"$0,9997",0.0%,0.0%,0.0%,0.0%,$16.661.289,$451.464.033,$451.464.033,1.0
184.0,eCash  XEC,"$0,00002265",0.4%,1.8%,8.7%,9.0%,$23.260.198,$449.795.422,$449.804.548,1.0
185.0,Telcoin  TEL,"$0,004873",0.6%,0.2%,15.0%,8.9%,$3.927.221,$447.847.791,$487.322.541,0.92
186.0,Wormhole  W,"$0,09672",0.2%,4.4%,11.8%,22.0%,$30.164.451,$442.977.227,$965.089.533,0.46
187.0,Saros  SAROS,"$0,1684",0.9%,6.7%,8.4%,36.1%,$6.315.473,$441.737.837,$1.682.810.920,0.26
188.0,APENFT  NFT,$0.064400,0.1%,0.1%,0.2%,4.0%,$35.672.739,$435.620.590,$439.969.431,0.99
189.0,Chiliz  CHZ,"$0,04461",0.4%,3.9%,7.7%,16.8%,$62.737.482,$428.507.243,$428.507.243,1.0
190.0,Ether.fi  ETHFI,"$1,31",0.4%,2.2%,2.7%,161.2%,$177.081.017,$424.013.893,$1.313.938.218,0.32
191.0,Plume  PLUME,"$0,1718",0.3%,2.4%,13.2%,0.1%,$30.042.051,$418.055.610,$1.718.036.754,0.24
192.0,ether.fi Staked ETH  EETH,"$2.537,07",0.0%,2.7%,2.2%,56.9%,"$23.507,69",$416.968.755,$6.500.605.356,0.06
193.0,Beam  BEAM,"$0,007920",0.8%,3.1%,13.8%,20.3%,$14.304.151,$414.832.753,$468.543.034,0.89
194.0,USDB  USDB,"$1,01",0.1%,1.0%,0.6%,1.1%,$1.999.703,$410.849.076,$410.849.076,1.0
195.0,Akash Network  AKT,"$1,52",0.3%,0.6%,12.1%,35.4%,$14.226.646,$410.694.157,$410.739.549,1.0
196.0,Circle USYC  USYC,"$1,09",0.0%,0.0%,0.1%,0.4%,$128.651,$408.379.053,$408.379.053,1.0
197.0,MANTRA  OM,"$0,4169",2.3%,10.0%,5.7%,27.0%,$471.593.559,$402.343.518,$697.080.944,0.58
198.0,Ether.fi Staked BTC  EBTC,$107.423,0.8%,3.1%,3.7%,24.1%,$1.567.784,$398.548.953,$398.548.953,1.0
199.0,Amp  AMP,"$0,004694",0.0%,1.0%,2.3%,28.6%,$16.073.147,$395.397.746,$467.865.950,0.85
